country_code,country_name,year,cropland_share_agri_land,pasture_share_agri_land,barley_share_cropland,cereals_n_e_c_share_cropland,oats_share_cropland,potatoes_share_cropland,pulses_total_share_cropland,vegetables_primary_share_cropland,wheat_share_cropland,barley_yield_kg_per_ha,cereals_n_e_c_yield_kg_per_ha,oats_yield_kg_per_ha,potatoes_yield_kg_per_ha,pulses_total_yield_kg_per_ha,vegetables_primary_yield_kg_per_ha,wheat_yield_kg_per_ha,cattle_stocks_per_pasture_ha,sheep_stocks_per_pasture_ha,goats_stocks_per_pasture_ha,chickens_stocks_per_agri_land_ha,swine_stocks_per_agri_land_ha,meat_of_cattle_prod_t_per_pasture_ha,meat_of_sheep_prod_t_per_pasture_ha,meat_of_goat_prod_t_per_pasture_ha,meat_of_chickens_prod_t_per_agri_land_ha,meat_of_pig_prod_t_per_agri_land_ha,milk_prod_t_per_pasture_ha,dairy_prod_t_per_pasture_ha,hen_eggs_prod_t_per_agri_land_ha,barley_export_value_share,cattle_export_value_share,chickens_export_value_share,goats_export_value_share,meat_of_chickens_export_value_share,meat_of_goat_export_value_share,meat_of_sheep_export_value_share,potatoes_export_value_share,sheep_export_value_share,swine_per_pigs_export_value_share,wheat_export_value_share,oats_total_export_value_share,vegetables_total_export_value_share,meat_of_cattle_export_value_share,meat_of_pig_export_value_share,milk_export_value_share,wool_export_value_share,hen_eggs_total_export_value_share,dairy_products_total_export_value_share
36,Australia,2017,0.08356887560947404,0.916431124390526,0.13272053807041256,,0.028130784578747507,0.00091304627662998,0.08670084314861298,0.002397470554161035,0.3513928042736693,2243.8,,1404.6,38953.4,1211.8,25479.2,1917.8,76.81444581718085,211.6583490578496,10.564527252078424,255.52056411814854,6.684915702310421,6.070541696134851,1.9650138072502004,0.09684149981071889,3.306569814192778,1.0680459448629374,0.8938623911633599,2.486234098185543,0.665826692878869,0.042449718548612694,0.023554897575970003,0.00021669407349679616,5.885518045591994e-05,0.001231578747178535,0.005172856297219331,0.06119108067061029,0.0005584685193618107,0.00499859880214396,,0.12196789325953553,0.0017589673249894255,0.0005492363341922546,0.14995159070921596,0.0025323464275311862,0.022223967927023632,0.0049913861574802446,0.00018167996212930368,0.04001779836259921
36,Australia,2018,0.08722885523621114,0.9127711447637888,0.14171685938797673,,0.029966428160735963,0.0009499776400689964,0.06626927745480099,0.002333833769884367,0.33227723120168656,1987.8,,1209.4,39968.2,1062.7,26254.1,1691.7,80.57576414348468,213.88787779809456,11.479985591701798,278.0311790356511,7.0606444781899995,7.047083388025849,2.2484179871729513,0.07139433863774425,3.378561974950891,1.179732233661656,0.9214019090995119,2.6871981354685293,0.721458922526087,0.03970689525934601,0.03103488604250696,0.0001482282622149164,0.000164026349415198,0.0013219063723037062,0.0038866716481039338,0.07603953011409324,0.0007894766139707504,0.003370724370640586,,0.08657719647351572,0.002138445052615733,0.0005649669740288426,0.18442966458357032,0.002577939853934758,0.024025240532058553,0.0066903758637076975,0.00030809121680837955,0.04428209545519506
36,Australia,2019,0.08530196398668054,0.9146980360133194,0.16303049805950842,,0.026389197930142303,0.0010482858990944373,0.062421377749029755,0.0023259702457956014,0.31899042690815005,2009.0,,1400.7,37802.2,998.5,26185.5,1468.1,74.56774551585399,198.32308773453735,11.820766866632283,308.7754533391084,6.397738339260147,7.334515633812587,2.2055966244114886,0.06750272200556767,3.3839416018119772,1.0977248211610668,0.7870836085499628,2.4684327883290056,0.7049467966243376,0.021642514507408984,0.037038635648400375,0.00022952015352087186,0.00014592800603668336,0.0013858383879342966,0.004898052027497638,0.08488863183732988,0.0008039474784291829,0.002965371723324813,,0.07412668022683158,0.002440114493740237,0.0005985794846635641,0.22450895355088668,0.0022744229156912202,0.023857198891987397,0.004590641905124535,9.675791071294819e-05,0.0431687165124614
36,Australia,2020,0.08712247909493359,0.9128775209050664,0.17715218092657117,,0.03451706671828623,0.0008729190863337204,0.07492179636082075,0.002138372693250742,0.40789830945928507,2667.7,,1774.0,39797.1,1422.5,26657.2,2524.9,72.36686485271522,195.60798573799414,10.160755467564098,283.58934719977515,6.346837186424004,6.5433263850187355,2.02534646636636,0.04778941988244314,3.571830510856581,1.1774295551964022,0.6880406984441727,2.3736492199310915,0.6782229217904575,0.029735839566731044,0.036743411833530776,3.61378733203486e-05,0.00011617147863579454,0.0016451243091794201,0.003275714908436526,0.08303841710830348,0.0008742812124213683,0.0029516524574660086,,0.08833150260798374,0.0043720280001440575,0.0005804318566271932,0.21654029735186858,0.003217383667261833,0.027379414544461793,0.0027329266698513624,6.995166239636318e-05,0.04751639337912249
36,Australia,2021,0.08706560042253637,0.9129343995774636,0.16096451816745655,,0.026615924170616114,0.0011412006319115324,0.07566549763033176,0.0026411058451816746,0.40215646129541865,2822.1,,2059.5,40393.6,1821.9,26594.9,2847.0,73.61692113454406,205.042959722059,10.245006312731832,305.86846904838535,7.090680267056192,5.706293748436884,1.9976948735796354,0.06467310896769508,3.678809085632388,1.2191934947004146,0.6809448607733775,2.3772030228795096,0.7403668308946711,0.04681295677877536,0.02406177803459026,9.193353665664931e-05,8.330750173008965e-05,0.0015135319934752765,0.0042280359062540195,0.07089477697537827,0.000705753811754156,0.0016724044911927485,,0.1652088900148461,0.005132630285910974,0.0005281644457998092,0.15913234830059672,0.0024827867589294343,0.02734304266804237,0.0028376864816221743,4.850110203990148e-05,0.04430961634093736
36,Australia,2022,0.08706560042253637,0.9129343995774636,0.12030631911532386,,0.01798047393364929,0.0011355134281200632,0.07789254344391786,0.0024636966824644548,0.40838186413902056,3543.2,,1686.6,40682.1,2078.7,27018.6,3187.5,73.51944893918986,211.63367171986536,11.450301173053223,300.9388780228819,7.022488508166011,5.692520241420561,2.139193476944216,0.08801665717496965,3.752681427930865,1.200212368541947,0.6291887461618891,2.535328698974595,0.6216748780668961,0.045605077165450925,0.01710040695644376,0.00011225882062600504,5.2595554469581584e-05,0.0014693183620970345,0.0035615769792593263,0.06299125526443265,0.0005584670184552885,0.0011172088923650653,,0.19648621323803436,0.005669639785054695,0.0003564286268739282,0.14038350316918213,0.0014994935644933565,0.02587713059422892,0.0027046169372297495,0.00010980475406807383,0.03957549453021134
36,Australia,2023,0.08637363864244671,0.9136263613575533,0.1275254514004864,,0.017261149151802296,0.0011494301159079299,0.07611918709655482,0.0024454115357269227,0.3348878013352819,2739.7,,1361.1,40567.2,1694.1,25848.0,2667.6,90.03006005381641,217.14151969602463,12.46011227321624,297.9322325340334,6.791281302469753,6.734090861153045,2.5509101482814,0.11432824397578563,3.8904710110932905,1.2850492052968094,0.5635277473943032,2.240828459422242,0.6607421254771337,0.045333947103854993,0.012663499029803894,7.013504271299654e-05,9.433614758048548e-05,0.0017304793342811284,0.0031663312874142696,0.05935128323140776,0.0006223255921646492,0.000983696650584003,,0.18615995558801066,0.005427609481438308,0.0003414442780433866,0.1537196588172143,0.002595678866919425,0.020617896505018933,0.0019688582105007813,0.00018929437994612202,0.03314519910137702
40,Austria,2015,0.5192628152071953,0.4807371847928047,0.10751634681458497,0.010175759250207214,0.016648601931155648,0.014429118936801762,0.01669960824318676,0.011087497077763374,0.21462676839592232,5537.6,3798.6,4095.7,26339.0,2327.5,35827.5,5696.2,1500.6970907365749,267.11889567359935,54.102964357314484,6056.7602861925,1055.083227574537,175.725020277612,4.708231945273404,0.49507980962000525,42.89208924203131,194.6395924147952,15.234990741165849,394.86249483494794,40.947598815501486,0.002082459453946251,0.009757996607512892,0.0009133563542731434,2.8561434283686818e-05,0.008671007631405384,2.61232630643477e-07,9.961670981871256e-05,0.0009933806167935952,0.00010893400697832991,0.00036311335659443305,0.020604810819547795,0.0005900374350800667,0.0032588770672773754,0.04287010331700908,0.03295963393074394,0.03151736857696131,2.107276553857381e-05,0.0013848812525846194,0.07028045955253719
40,Austria,2016,0.5285655969470108,0.4714344030529891,0.09949623058610135,0.00976788345992518,0.01595057249744927,0.01503585194422401,0.017566035596871102,0.012268308581793447,0.22325133204852057,6122.1,3431.8,4212.4,36155.7,2405.7,35611.3,6253.4,1555.1274616502888,280.9875993994328,60.86700931832445,6271.1362946928475,1065.6441350176206,181.38956633646063,4.9785114512913,0.5656135556597104,47.150555957111344,192.8311680529704,15.776805077811584,452.3240203048911,45.49036203687405,0.0020033330278815004,0.009579665023096288,0.0010075444911196991,3.1292828146922584e-05,0.009460160249659528,5.920264784552921e-07,9.641574077700471e-05,0.0011185917434356704,9.472423655284672e-05,0.0003481961445429196,0.01625704709838232,0.0006629005054475113,0.0033314175694791363,0.038320605322242934,0.03470053255691124,0.028744323307594966,2.5203412939953864e-05,0.0015698850704410187,0.0673047839288235
40,Austria,2017,0.5258040698857087,0.4741959301142913,0.09951426053689255,0.010009241945537,0.01665341271376477,0.016471439522571123,0.016376870777541356,0.012720929066276929,0.21136759301051003,5630.0,3116.1,3298.4,28419.8,2193.3,33734.4,4871.2,1552.5702846339004,300.58626798325406,65.72477180829515,6304.48049061636,1052.0537779418523,180.2170303699526,4.775144779593425,0.4385093858485395,47.91646261988534,191.5505797439935,12.861353182767854,467.56063266100523,46.98525589349888,0.001983063580808699,0.009949030062238707,0.001011828674638852,9.711575847060966e-05,0.010259321096269404,2.319643912514562e-07,0.00015332846261721254,0.001015849390753877,0.00013376613228833974,0.00036673570256855225,0.015122067951537432,0.0004890582582218201,0.003056440140592937,0.03876619835179836,0.033352304102916876,0.027526209130781548,9.123932722557276e-06,0.0019478049933384777,0.06996718736878547
40,Austria,2018,0.5254841056532081,0.4745158943467919,0.09990530982338848,0.0057890130701137715,0.015387153699373036,0.01704423179007475,0.01479892684466507,0.011994089037460008,0.2111088793561068,4961.8,2905.8,3462.9,29374.2,2195.3,31429.4,4645.3,1519.538294103161,322.7969272566948,72.71947315321614,,1046.6445267883732,185.4608717757247,5.298655079003185,0.5243047004710798,41.31060037770985,192.06658549548973,16.349433194842746,423.5038091530891,48.09392233953928,0.00155898241528428,0.007721125548417742,0.0011455197131763199,0.00012541558549892856,0.011257429158746593,2.151210728969615e-07,0.0001368887093867665,0.0008162410575953708,0.00012771021027649615,0.000256926268063271,0.013673095393330873,0.00042321485741262223,0.0034922037903849738,0.036939299911428844,0.02803041921252268,0.02671014948112973,1.7281392856055906e-05,0.0026517974656008443,0.07024470295245792
40,Austria,2019,0.5251941566303688,0.4748058433696312,0.09856363114047688,0.005544383797759265,0.014794599253088193,0.01721488078138466,0.012690318873886814,0.012230680838839414,0.19989945417983337,6034.2,2921.0,3754.9,31341.7,2195.8,33309.5,5737.2,1493.0926827718242,319.8735313510379,73.48209817208316,,1046.0242681643476,182.4024276896434,5.576695450465122,0.6672968915086471,43.5687855733797,189.35882106660733,15.517020042738777,467.4358958063568,48.792060983475466,0.000977735169945072,0.006998369476825409,0.0011393299544817845,0.00010898252910615484,0.01163713711325562,8.672349796245743e-07,0.00010204464926915824,0.0010160380482118242,0.00010377911922840739,0.0003464603743600174,0.014119091355359518,0.0005174502045093293,0.003737349144692103,0.03618270555031485,0.030923503555544893,0.025780366508881356,1.221355929637942e-05,0.002752820634073305,0.06807295929939625
40,Austria,2020,0.5350996918428198,0.46490030815718025,0.09679142180997947,0.00766145749786707,0.014461270291194263,0.017419583776781173,0.013391394783057248,0.01149577643306952,0.20034675455059697,6415.9,2792.9,4169.3,36516.5,2294.9,36767.0,5923.4,1533.4386959651147,325.42689345500696,76.66243050814315,6476.822048536168,1078.302308022472,180.46580773779795,5.413313064126107,0.5454636064615619,48.027689153883905,193.32873881247812,20.945273553717712,499.21768121933263,51.589806803049164,0.00130634936145158,0.006168155447606121,0.0011227793994652274,6.360119129043894e-05,0.012001176291749424,6.824162155626496e-08,4.0603764825977654e-05,0.0008863904223943256,8.305005343397446e-05,0.00017442558469781325,0.013027803246441875,0.00048710869466861927,0.003288768467661077,0.03298629381975957,0.029174862772599064,0.026877167374799622,9.144377288539504e-06,0.002544593584590008,0.0696324540452032
40,Austria,2021,0.5342767329913939,0.46493190901446474,0.08890653306953365,0.007227881065756457,0.017519520672818638,0.01622497481029509,0.014355075231094416,0.011722831977296542,0.20127311393657732,6006.6,2692.5,3671.6,34117.5,2248.5,37526.4,5529.9,1545.5628643087377,332.5261849391052,83.14187698489867,,1070.3563558631038,176.64756249256703,5.5786050660841555,0.5537282065594643,49.71780085551966,192.93842001370686,18.236021937223917,393.5976291837575,53.30206274886758,0.0014630197877280927,0.004926592980595199,0.0012322393516849038,0.00011087914182501004,0.012516587569394413,0.0,5.3759583915156385e-05,0.0008747754516934995,0.00011666576370476645,9.569703710822977e-05,0.015782980066165304,0.0005487957524672214,0.003084082796688242,0.033519100571100004,0.029629495120053414,0.023301232988003667,8.2754915054581e-06,0.0014623353485810247,0.06530613454793356
40,Austria,2022,0.5341658274774886,0.4658341725225112,0.0883263741327907,0.0057154479549002875,0.014616555425646638,0.015452610864194471,0.013650767246634483,0.011675946641788733,0.21298512297006103,6259.6,2432.5,4201.2,32006.5,2335.8,37817.3,5795.2,1538.0999304203317,331.12946752255965,81.83607016943009,,1020.2900331737189,173.65577725712632,5.3637254635386915,0.5289344062657569,49.4346815914715,183.89590673952742,20.164913483273565,395.3446995276533,55.06097389371882,0.0017263607795260322,0.004149017622405517,0.0015238561660708807,1.0202795786927198e-05,0.013246391201470725,0.0,8.120470798835038e-05,0.0008522616083068309,9.409245003499527e-05,0.00011718298786856733,0.017272557616126047,0.0006375852384742926,0.0024648403318932714,0.036698561463490556,0.024787722197075843,0.024549298969212912,8.174169724029392e-06,0.0016634137061037621,0.06887400279238826
40,Austria,2023,0.5341327389640557,0.4658672995380137,0.08845346069209227,0.005593666815831114,0.012701083672028896,0.014863583729695564,0.015231208739498897,0.011973041985947785,0.20326058875361566,6292.2,2505.2,3426.8,28808.9,2172.3,35482.8,6187.7,1516.9425541697015,323.8648840365034,80.11703334906638,6854.908417052875,968.8891729486002,169.07718880288837,5.619928066573667,0.6529034077342938,49.25338712329094,174.8994999736261,20.678426145756635,390.7011017290452,54.18627224120161,0.0011450810002876224,0.006006733975002752,0.0012226210316324002,2.2918513258768738e-05,0.014112679880653267,0.0,5.304481447115516e-05,0.000658949489322142,6.171668435285144e-05,0.00027220661693584295,0.015261927883351576,0.0007257341495798808,0.0029888106344856716,0.03377400502535085,0.02586154317758026,0.024251390921754132,1.295149397915678e-05,0.0017177622775399026,0.06806156494239696
56,Belgium,2015,0.641566265060241,0.35843373493975905,0.05673004694835681,,0.004620892018779342,0.09230046948356807,0.0016607981220657278,0.05891784037558685,0.23665258215962443,8982.1,,7469.1,46922.6,5046.2,30463.6,10015.2,5258.953781512605,211.50420168067228,91.60084033613445,28417.921686746988,4792.292168674699,562.7668067226891,5.300420168067227,0.40756302521008403,335.0557228915663,846.6189759036145,521.5660294117647,1383.056974789916,111.46460843373494,0.0012489898788226577,0.0028980188066998714,0.0026058145758094766,2.2449459632165616e-06,0.02067811985525798,5.264011224094006e-06,0.002848655799485696,0.004335351910643422,6.657425959883597e-06,0.0030415663284627877,0.006528173841150817,0.00016091359800710894,0.030949237912528935,0.019627278712659922,0.03395705263961371,0.027574051970750895,0.0004729094789410336,0.005510155356773579,0.0588203452617689
56,Belgium,2016,0.6458395025170269,0.35416049748297307,0.06350756533700137,,0.004205639614855571,0.10220541036221917,0.0020002292526364054,0.06279917469050894,0.23645575424117377,6237.1,,4470.7,38163.2,3779.5,31988.9,6787.1,5228.572324414716,180.2445652173913,106.18938127090301,31502.072845721053,4572.531832987859,581.8603678929766,5.852842809364549,0.459866220735786,335.7217944921528,785.1206692330471,523.9966555183946,1440.756730769231,114.44921527983418,0.0008780274898855998,0.0026749628491545365,0.0024759399489681865,1.3259853815055363e-06,0.019366842110427784,1.4510783420249264e-06,0.0028550967123024584,0.0052576070934457625,8.55635849952629e-06,0.0036727793580335045,0.004447655192674815,0.00018243557362147868,0.029979353602011292,0.018921260985057715,0.032980533873608296,0.022170450560180462,0.0005076522523797893,0.00496779172251444,0.057336508565615125
56,Belgium,2017,0.6473247927656368,0.35267520723436324,0.052717112922002325,,0.00470197904540163,0.1080966239813737,0.0020151338766006984,0.06722817229336438,0.2300256111757858,8416.4,,4562.5,47565.2,3973.6,31256.6,8617.4,5098.264957264957,196.51923076923077,96.15384615384616,30278.07083647325,4602.9216277317255,601.5726495726495,6.303418803418803,0.6068376068376068,343.15297663903544,787.1597588545592,544.508547008547,1529.6763461538462,104.23134890730972,0.0009497288643259234,0.0029900138795485405,0.0027751205020104773,3.636265951671399e-05,0.020344757740677854,2.149858445679848e-06,0.002950969676164097,0.004850635455633268,2.9866850664713588e-05,0.004451686455036033,0.004285476968751752,0.00022786187848458346,0.029869370391278956,0.019552176593703882,0.03323845285999156,0.027376829132709234,0.0004904913602197313,0.005040562735092468,0.07054367504621255
56,Belgium,2018,0.6454948301329394,0.35450516986706054,0.04823798627002288,0.003432494279176201,0.00397025171624714,0.10678489702517162,0.00437070938215103,0.07115560640732266,0.22390160183066363,7687.9,5046.7,5348.7,32630.9,4494.8,31466.6,8492.3,4996.020833333333,,,35058.34564254062,4585.768094534712,577.7291666666666,5.708333333333333,0.8125,340.9231905465288,792.6070901033974,561.2291666666666,1509.510875,,0.0012183087939719754,0.00365581676326064,0.0035893052768105147,2.3817700971095773e-06,0.020687142422615455,5.119692732104698e-06,0.002942042558270774,0.004433475829733726,7.679539098157048e-06,0.0032935428536301882,0.004420698857437082,0.0003110547227757872,0.029123127251707782,0.019705697325870984,0.03038493117436903,0.02676299342127475,0.000526593786797395,0.005449356424985005,0.07193297393902084
